from_user,education_content_count,media_content_count,politics_content_count,bio_language,community,created_at,followers_count,is_art,is_education,is_feminist,is_media,is_politics,is_sports,macro_micro,mention_count,movement_in,name,negative,neutral,positive,retweet_count,tweets_count,user_description
SaraFletcher,0.0,0.0,0.0,10,2,2017-01-22 03:32:53,4585.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4079,0.0,1.0,0.0,3,1.0,"Small, but mighty.   https://t.co/Fv2MX15uIn"
SaraHindman,0.0,0.0,0.0,0,0,2017-01-22 00:37:02,779.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4080,0.0,1.0,0.0,0,1.0,
SaraHouse68,0.0,0.0,0.0,0,53,2017-01-22 01:07:07,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4081,1.0,1.0,0.0,0,2.0,
SaraOstrowska,0.0,0.0,0.0,10,49,2017-01-22 01:19:41,620.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,WhyIMarch,4082,1.0,3.0,1.0,1,5.0,Writer. Artist. Free-thinker. Feminist. Philosophy & Politics graduate. Persian/Polish Canadian. Musician. @televisionroad @shirazimusic
SaraRose2480,1.0,0.0,0.0,10,33,2017-01-22 09:27:37,366.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4083,1.0,6.0,1.0,0,8.0,Hello! My name is Sara (שָׂרָה). I'm Jewish/Autistic & I live in OR. I do Photography. I love SuperWhoLock & Marvel. I want to be a Movie-Director/Actress :)
SaraWise5,0.0,0.0,0.0,10,17,2017-01-22 08:11:27,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4084,0.0,0.0,1.0,0,1.0,Senior Manager in NHS on a journey to make a difference.All views are my own.
Sara_AlNaboulsi,0.0,0.0,0.0,2,3,2017-01-22 07:43:10,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4085,0.0,0.0,1.0,0,1.0,عزيزتي 2017 : ساعديني أعبر عن الـمشاعر الـمعلقه على جدار القلب ، وعجز لساني عن نطقها ..❤
Sara_BearBear,0.0,0.0,0.0,10,3,2017-01-22 21:53:11,500.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,WhyIMarch,4086,0.0,1.0,0.0,0,1.0,"•Me & Anxiety are bffs• Feminist/Prochoice♀""Power to the pussy""• Japanese•♋️• Sexuality: Money•"
Sara_Kenny_SK,0.0,0.0,0.0,10,7,2017-01-22 17:23:28,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4087,0.0,1.0,0.0,0,1.0,"vinyl records, rainy days and coffee"
Sara_sophia_sc,0.0,0.0,0.0,10,48,2017-01-22 11:07:11,2090.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4088,0.0,1.0,0.0,0,1.0,"This used to be a fan acc, now this is just a mess.Enfim."
SarahD2M,0.0,0.0,0.0,0,6,2017-01-22 03:44:34,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4089,0.0,1.0,0.0,0,1.0,
SarahDash,0.0,0.0,0.0,10,1,2017-01-22 12:58:20,3901.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4090,0.0,0.0,1.0,0,1.0,"Of Labelle fame.(Lady Marmalade)..singer, actress & songwriter/prod.Phila.Grammy Board of Gov. Just A Dash fragrance/ skin line. The 7th Child CD.NJCPHO trustee"
SarahDuensing,0.0,0.0,0.0,10,2,2017-01-24 19:55:28,237.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,WhyIMarch,4091,1.0,0.0,0.0,0,1.0,"intersectional feminist with a passion for reproductive rights, criminal justice reform, climate justice, and dogs"
SarahJReports,0.0,0.0,0.0,10,2,2017-01-21 23:57:35,68093.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,WhyIMarch,4092,0.0,1.0,0.0,2,1.0,"Journalist/ 2015 IRP Fellow/ 2014 @ShortyAwards Best Journo in Social Media/ 2014 IRP New Media Fellow/Tweets & RTs are not endorsements, views are my own"
SarahJennLewis,0.0,0.0,0.0,10,12,2017-01-27 08:16:28,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4093,0.0,3.0,0.0,6,3.0,Women's Economic Empowerment Intern @UNWomen Cambodia. Life focus: Promote #GenderEquality for all. Combat #ReligiousExtremism. Mitigate #ClimateChange
SarahKhatami,0.0,0.0,0.0,10,4,2017-01-23 20:38:27,644.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4094,1.0,0.0,0.0,0,1.0,"Singer/Songwriter. Proud Muslim Iranian woman. @LPPACS1 alum. @BerkleeCollege '19. One time, I went to The White House and Michelle Obama waved at me."
SarahPentland,0.0,0.0,0.0,10,37,2017-01-26 20:21:30,142.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4095,0.0,1.0,0.0,1,1.0,"Fashion, Music, Mac'n'Cheese Enthusiast & Obsessor | Instagram - sarahjaynepen"
SarahSushel,0.0,0.0,0.0,10,0,2017-01-21 23:18:33,589.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4096,0.0,1.0,0.0,0,1.0,at ease
Sarah_Marie_Lee,0.0,0.0,0.0,0,17,2017-01-22 05:45:49,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4099,1.0,0.0,0.0,0,1.0,
SarahjaneDube,0.0,0.0,0.0,10,9,2017-01-24 19:58:19,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4100,0.0,0.0,1.0,1,1.0,"in no particular order - reader, researcher, mother & partner, thinker, crafter"
Sarana14,0.0,0.0,0.0,10,3,2017-01-22 04:23:45,789.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4101,0.0,1.0,1.0,0,2.0,"it me, smol child. likes girl groups & stuff. TaeYeon 💙. SNSD 💖. BLACKPINK 🖤."
Saraphina_Marie,0.0,0.0,0.0,10,10,2017-01-22 19:07:17,816.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4102,0.0,0.0,1.0,0,1.0,Ambitious authoress who is fashionably late and historically accurate!
Sare_Wookie,0.0,0.0,0.0,10,0,2017-01-21 23:27:19,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4103,0.0,1.0,0.0,0,1.0,☆.togepichick.☆ jacky. elf. starlight. ryeowook. kyuwook. bana. resident evil. silent hill. horror games. david duchovny. #noregerts
Sarenmithsarn,0.0,0.0,0.0,10,12,2017-01-27 03:30:32,216.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4104,0.0,0.0,2.0,2,2.0,Painter thinker nerd gamer atheist disabled optimist woman
Sari_W,0.0,0.0,0.0,10,6,2017-01-24 22:32:02,66.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,WhyIMarch,4105,0.0,2.0,0.0,0,2.0,"Political researcher. Proud progressive. @GSPMgwu & @UWMadison. I tweet about politics, feminism, and the Wisconsin Badgers.  RT ≠ endorsement."
SarroccoSabrina,1.0,0.0,0.0,10,25,2017-01-22 12:58:48,224.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4107,0.0,1.0,0.0,0,1.0,bruja - plant pathologist- mycologist- fungal ecology- biocontrol -  thedarksideofmycelium - University of Pisa - enjoythesilenceinscience
SassafrasSasss,0.0,0.0,0.0,10,41,2017-01-24 12:37:13,39.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4108,0.0,1.0,0.0,1,1.0,Manager🏆Director🎭Generally Confused Human
Sassou_emm,0.0,0.0,0.0,0,1,2017-01-22 11:58:52,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4109,0.0,1.0,0.0,0,1.0,
SassyFrassanach,0.0,0.0,0.0,0,15,2017-01-22 04:03:10,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4110,0.0,0.0,1.0,0,1.0,
SassyKinston,0.0,0.0,0.0,10,38,2017-01-22 01:23:22,1588.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4111,0.0,1.0,0.0,0,1.0,Pre-order As Seen On TV by @AlexandSierra on iTunes now!! https://t.co/yLOJTcn9cx
Sativa888,0.0,0.0,0.0,10,12,2017-01-27 06:56:15,3260.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4112,1.0,4.0,0.0,4,5.0,“Live as if you were to die tomorrow. Learn as if you were to live forever” Gandhi #sagaftra #actorslife #creativity #womeninfilm #filmmaking #GoOrganic ❄️
SaucyDinos,0.0,0.0,0.0,10,2,2017-01-22 13:55:11,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4113,1.0,0.0,0.0,0,1.0,I eat ass; sc vicorn1
Saucyxcam,0.0,0.0,0.0,0,4,2017-01-22 17:44:56,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4114,1.0,0.0,0.0,0,1.0,🏄🏾
Saun_Fischer,0.0,0.0,0.0,10,0,2017-01-24 06:20:42,4502.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4115,0.0,1.0,0.0,0,1.0,Member of @Stage32  #Promoting #Established & #Aspiring #Actresses #Actors #Models  #Singers #Dancers #Movies #Producers https://t.co/8iG8PLNXvz
Saurabhseth0002,0.0,0.0,0.0,0,1,2017-01-22 18:32:18,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4116,0.0,0.0,1.0,0,1.0,
SavannahMiller_,0.0,0.0,0.0,10,35,2017-01-25 22:18:17,1724.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4117,1.0,1.0,0.0,30,2.0,"Founder, President of Sustainable Directions @Sustain_Direct 🌱✊🏔🍁♻️🌎♻️🍁🏞✊🌱 Public Policy, Environmental Sci @EarthInstitute @Columbia. #ThePowerIsYours"
SavinduSihilel,0.0,0.0,0.0,10,7,2017-01-22 23:13:16,40.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,WhyIMarch,4118,0.0,1.0,0.0,0,1.0,"Medical Student, Writer, Beloved Son, Thinker. Instagram | savindu_sihilel"
SavonnaNicole,0.0,0.0,0.0,10,56,2017-01-22 23:58:50,60.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4119,0.0,3.0,2.0,0,5.0,Atlanta-based Artist  // SCAD MFA 2015Represented by gallery43https://t.co/DNQ1c07x4A
SavvyKnows,0.0,0.0,0.0,18,4,2017-01-23 02:28:13,1105.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4120,1.0,0.0,0.0,0,1.0,Issa Process.
Sawyer_08,0.0,0.0,0.0,10,2,2017-01-22 03:19:52,509.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,WhyIMarch,4121,1.0,0.0,0.0,0,1.0,Life-Music-Games-TV-Movies-Nerd-Geek-Sports-Books-Comics #fckc #fcd
Saya_relativity,0.0,0.0,0.0,10,11,2017-01-22 10:10:16,863.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4122,1.0,6.0,7.0,1,14.0,Universal Humanitarianism. Space Exploration. Advocate of Animal Preservation. Global Citizen. Anti Global Warming. BLM💖Advocate 4 PEACE & Globalization. HRC💖
SayftyCom,0.0,0.0,0.0,10,49,2017-01-27 14:06:40,12677.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4123,0.0,0.0,1.0,3,1.0,"Mission is to educate & empower women & girls against violence. Our #VOTW is @clarissajaz |Addressing ending #VAW, Women's Human Rights and Gender Equality"
Sayliveiry,0.0,0.0,0.0,11,24,2017-01-22 14:59:39,564.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4124,0.0,1.0,0.0,0,1.0,En el tren nocturno llévame a casa.
SaysSheToday,0.0,0.0,0.0,10,17,2017-01-23 13:08:51,6855.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4125,0.0,1.0,2.0,0,3.0,DEMOCRAT! Votes.Reads.Writes.Paints. Healthcare Leader. Grandson rocks! (and my daughters)! #ImWithHer #GetYourFluShot #GBO #NastyWoman
ScaryStew,0.0,0.0,0.0,0,11,2017-01-23 21:42:07,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4126,0.0,1.0,1.0,2,2.0,
Schaden_Katze,0.0,0.0,0.0,0,22,2017-01-22 01:12:26,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4127,0.0,2.0,1.0,0,3.0,
Schmeagers,0.0,0.0,0.0,10,12,2017-01-24 16:45:41,56.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4128,0.0,2.0,0.0,2,2.0,"Graduate from USF, GO Bulls! *Explore.Dream.Discover*"
Schwa138,0.0,0.0,0.0,10,12,2017-01-22 01:49:10,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4129,0.0,1.0,1.0,1,2.0,"Work in progress, beer over enthusiast, early 40s (yikes!) sometimes professional, always questionable, generally good person. Oh, & I have grey hair."
SciBry,0.0,0.0,0.0,10,38,2017-01-23 00:45:40,5535.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,WhyIMarch,4130,0.0,1.0,0.0,0,1.0,"Astronomer, politics fanatic, sci-fi connoisseur, rugby tragic, displaced Antipodean, bewildered parent. Director of @DunlapInstitute at @UofT. Opinions ∉ @UofT"
SciFlyer78,0.0,0.0,0.0,10,4,2017-01-23 13:20:52,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4131,1.0,0.0,0.0,0,1.0,the important thing is I TRY TO BE GOOD and LOVE MY FAMILY.
ScienceJanan,1.0,0.0,0.0,10,42,2017-01-21 23:15:32,136.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,WhyIMarch,4132,0.0,1.0,1.0,0,2.0,"MS student at Oregon State U. studying coastal hazards and climate change communication. Passionate about communicating science, gfree food, rowing, & dogs!"
Scodeeran,0.0,0.0,0.0,10,5,2017-01-22 09:19:50,1700.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4133,0.0,0.0,1.0,0,1.0,The best of us can find happiness in misery. Sense8 is art.
ScoobyJonquil,0.0,0.0,0.0,29,17,2017-01-22 14:20:25,66.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4134,0.0,1.0,0.0,0,1.0,Polisci nerd. Substitute teacher. Enthusiastic puzzle starter. Pun junkie.
Scorpusa,0.0,0.0,0.0,15,6,2017-01-22 12:05:21,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4135,0.0,1.0,1.0,0,2.0,Suki's mom.
ScottHK,0.0,0.0,0.0,10,36,2017-01-22 08:09:02,549.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4136,0.0,1.0,1.0,0,2.0,"Tech. Ops guy, music lover, renewable energy supporter."
ScreenReblogs,0.0,0.0,0.0,10,1,2017-01-22 04:03:35,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4137,0.0,1.0,1.0,0,2.0,"Tweets mostly about my favorite Films & TV shows. WARNING: This is NOT a spoiler-free, troll nor paid account."
ScriptedLullaby,0.0,0.0,0.0,10,0,2017-01-23 09:39:38,1928.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,WhyIMarch,4138,0.0,1.0,0.0,0,1.0,"❀Professional liar, lazy writer, wide awake sleeper, singer performing in the shower ❀Ju' déteste le chapitre 42 ❀Icon For Hire : 08/14-10/14 19/01/15❀"
Seaboudreau,0.0,0.0,0.0,0,7,2017-01-23 03:12:28,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4139,0.0,1.0,0.0,0,1.0,
Seamus2006,0.0,0.0,0.0,10,13,2017-01-22 01:09:56,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4140,0.0,1.0,0.0,0,1.0,Random thoughts
SeanJuanDaDon,0.0,0.0,0.0,0,32,2017-01-22 00:55:30,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4141,0.0,0.0,1.0,0,1.0,
SeanLehmann1,0.0,0.0,0.0,10,21,2017-01-27 17:10:07,4445.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4142,0.0,4.0,1.0,1,5.0,"#Catholic #ProLife #USA #SupportTheTroops #PrayForPeace #EagleScout On my honor, I will do my best, to do my duty, to God and my Country."
Sean_Applause,0.0,0.0,0.0,10,6,2017-01-22 18:07:28,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4143,0.0,1.0,0.0,0,1.0,Instagram and snapchat: @Sean_Applause
Seanan,0.0,0.0,0.0,10,2,2017-01-21 23:35:48,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4144,1.0,0.0,0.0,0,1.0,"Words herded, tales told, copy edited, facts checked, travels taken, recipes written, novels nurtured, images captured, lovers wed, drinks named, dragons folded"
Sebas0405minaj,0.0,0.0,0.0,0,1,2017-01-22 01:08:31,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4145,0.0,0.0,1.0,0,1.0,🎼 🎧 👐🏽 📱
SebastyanG5,0.0,0.0,0.0,0,20,2017-01-22 05:21:16,186.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4146,0.0,1.0,0.0,0,1.0,
Secretoriginz,0.0,0.0,0.0,10,22,2017-01-24 02:33:14,923.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4147,0.0,3.0,1.0,0,4.0,I go to starbucks with my laptop and pretend to work on screenplays.
SeeSayIt,0.0,0.0,0.0,10,1,2017-01-24 22:25:38,233.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,WhyIMarch,4149,0.0,1.0,1.0,0,2.0,Govmnt. & Politics Arts & Culture Bull Terrier loving Cardiovascular RN  #defiant #equality  #TheResistance #impeach  we will rise!
Seehertravel,0.0,0.0,0.0,26,12,2017-01-27 04:40:09,3813.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,WhyIMarch,4150,0.0,2.0,4.0,3,6.0,"Solo female travel writer, blogger, and explorer sharing travel tips and inspiration #travel #solotravel #femaletraveller #travelblogger"
SeekMinnie,0.0,0.0,0.0,10,2,2017-01-22 23:06:41,7508.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4151,1.0,0.0,0.0,0,1.0,IG: minniesinclair_
SelGChangesMe,0.0,0.0,0.0,10,5,2017-01-22 06:26:41,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4152,0.0,0.0,1.0,0,1.0,SHE'S BACK TO SLAY: Revival 10.9 / Selena inspires me just by being genuine and bc of all of u I'm getting better everyday!Stay natural & get free guys!✌️❤️
SelenaYeaa,0.0,0.0,0.0,0,0,2017-01-22 04:40:54,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4153,0.0,1.0,0.0,0,1.0,
Selena_SG8,0.0,0.0,0.0,10,40,2017-01-22 03:11:17,642.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4154,1.0,0.0,0.0,0,1.0,❤Live without you is to be in the احب نفسك أولا dark because you are the light if soul @selenaGomez #XXIII 👑#SELENATOR
Selu_Peace,0.0,0.0,0.0,10,55,2017-01-22 02:21:45,897.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4155,1.0,1.0,0.0,0,2.0,Resistance citizen. Rezpect the Earth #LoveIsLove #BlackLivesMatter #PTSDFoundation #VoteVets #EndGunViolence #NastyWomen#QAL Adam Lambert is #TheOriginalHigh
SenGillibrand,0.0,0.0,0.0,10,42,2017-01-27 00:15:55,271312.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,WhyIMarch,4157,0.0,1.0,0.0,50,1.0,U.S. Senator from New York
SenatorPappas,0.0,0.0,0.0,10,58,2017-01-22 01:06:35,2201.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,WhyIMarch,4159,0.0,0.0,1.0,1,1.0,"Minnesota State Senator, proudly representing SD65 - St. Paul. Advocate for women, workers, and human rights."
SenatorShaheen,0.0,0.0,0.0,10,37,2017-01-21 23:03:45,38931.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4160,0.0,0.0,1.0,57,1.0,Proud Granite Stater serving New Hampshire in the US Senate. Former Governor. Mother & Grandmother. Frequent Flyer. Pats & Red Sox Fan. Outdoor enthusiast.
SerenityKnits,0.0,0.0,0.0,8,16,2017-01-24 14:18:57,243.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4161,0.0,1.0,0.0,0,1.0,Knit . Design . Teach
Sergey_Sergey_G,0.0,0.0,0.0,3,1,2017-01-23 12:44:52,4870.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,WhyIMarch,4162,0.0,0.0,1.0,0,1.0,Пора заниматься политикой. Пока она сама не постучалась и не пришла за тобой / In Russia - are you a politician. No other variants! @HillaryClinton
Serial_Tragedy,0.0,0.0,0.0,10,33,2017-01-23 05:48:49,1020.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,WhyIMarch,4163,0.0,4.0,2.0,0,6.0,JizForever on YT. Feminist.Dreamer.Fangirl.Vidder. Around The Way Girl. #BlackGirlMagic #BlackLivesMatter #Liason #GriLiz #PaulSon #Chabi #LizFF .
Serialkillerrr_,0.0,0.0,0.0,28,7,2017-01-22 01:33:58,821.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4164,0.0,1.0,0.0,0,1.0,e eu q fui o unico q aplaudiu a xuxa no final de xuxa e os duendes e td mundo riu de mim? // SUPPORT YOUR LOCAL FAGGOT // niños that cry gang
SethFromThe716,0.0,0.0,0.0,10,2,2017-01-25 09:31:28,3006.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,WhyIMarch,4167,1.0,0.0,0.0,0,1.0,"Music, Jokes, Sports (#Bills & #Sabres), #USAF vet. 0 for 5 @midnight Top Ten. You don't wanna get mixed up with a guy like me. I'm a loner, Dottie. A rebel."
SeveredTx,0.0,0.0,0.0,10,3,2017-01-22 06:14:08,219.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4168,0.0,1.0,0.0,0,1.0,"Early graduate, class of 17. 🎓"
SewPunny,0.0,0.0,0.0,0,1,2017-01-21 23:09:17,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4169,0.0,1.0,0.0,0,1.0,
SexyCraigFerg,0.0,0.0,0.0,0,20,2017-01-22 09:06:49,1217.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4170,0.0,1.0,0.0,0,1.0,
Seyna_Horan,0.0,0.0,0.0,0,0,2017-01-22 21:02:22,725.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4171,0.0,1.0,0.0,0,1.0,
Sfreemont,0.0,0.0,0.0,10,2,2017-01-22 02:04:01,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4172,0.0,1.0,0.0,0,1.0,Native Warrior fighting for Kids
Sgrhomika22,0.0,0.0,0.0,10,2,2017-01-22 00:45:25,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4173,1.0,0.0,0.0,0,1.0,"A true lady wears 10 pearls and 2 rubies!  Tall,Fab and just plain cool."
Shaddae__,0.0,0.0,0.0,10,38,2017-01-22 00:52:04,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4174,1.0,1.0,0.0,0,2.0,Women are more than the men they're associated with- Candice Patton
ShadowNLightR1,0.0,0.0,0.0,10,1,2017-01-25 08:31:26,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4175,0.0,2.0,1.0,0,3.0,#HironobuSakaguchiForTheUltimateFinalFantasy Please everyone help me lauching it so that we'll finally get the MasterPiece we're all waiting for. @mistwalker
ShaheensKitchen,0.0,0.0,0.0,10,2,2017-01-26 17:42:38,1616.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,WhyIMarch,4176,1.0,0.0,0.0,0,1.0,"Interested in #fairness #diversity #Justice! #refugees #BME #Intersectional #Feminist LGBTQi ally #plantbased diet Not fake, hypocrite or hippie. My own Tweets!"
ShaiForDais,0.0,0.0,0.0,10,4,2017-01-22 23:18:49,643.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,WhyIMarch,4177,1.0,0.0,0.0,0,1.0,fdt. feminist. POC supporter. future teacher.
ShaktiLila,0.0,0.0,0.0,10,6,2017-01-23 18:40:20,3819.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4178,0.0,4.0,2.0,0,6.0,#WaterIsLife #KeepItInTheGround  #ProtectWaterEarth #NoTrump  #EndWar #NoNukes #BernieJill #BDS #FreeJulian #DeMilitarize #DeColonize #NoDAPL
ShanduPhindile,0.0,0.0,0.0,10,4,2017-01-22 23:32:53,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4179,1.0,0.0,0.0,0,1.0,I don't know what I'm doing
ShannaBressie,0.0,0.0,0.0,8,3,2017-01-22 07:03:43,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4181,0.0,1.0,0.0,0,1.0,* Geographer * GISer * Data-Geek * Runner * Disc Golfer * Foodie * Granola * Environmentalist *. 42.2530N -121.7851W
Shannlm76,0.0,0.0,0.0,0,17,2017-01-22 02:39:50,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4182,0.0,1.0,0.0,0,1.0,
ShannonKuehnel,0.0,0.0,0.0,10,7,2017-01-21 23:46:40,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4183,0.0,1.0,0.0,0,1.0,"Retro, sassy, liberal chick - love music, cocktails and promoting maternal health!(& secret Irish Dance Mom) One word: enigma."
ShanontheGreat,0.0,0.0,0.0,10,6,2017-01-24 01:24:37,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4184,0.0,0.0,1.0,0,1.0,"all you need is love, compassion and empathy with a dash of humor. mix well and salt to taste."
SharleneKlarice,0.0,0.0,0.0,36,57,2017-01-21 23:36:09,532.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4185,0.0,1.0,0.0,0,1.0,MOTHER ☥ MUSICIAN
Sharnnan,0.0,0.0,0.0,10,29,2017-01-22 18:30:08,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,4186,0.0,1.0,0.0,0,1.0,Not charming. Peaked at 7. Handsome woman.
SharonCostas,0.0,0.0,0.0,10,1,2017-01-23 22:24:36,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4187,0.0,0.0,1.0,0,1.0,Social Psychologist// Activist // Social entrepreneur// Networker // Innovation follower // Model
SharonOrlopp,0.0,0.0,0.0,10,5,2017-01-22 04:16:08,1023.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,4188,0.0,1.0,0.0,0,1.0,"Every Day Diversity, Inclusion Advocate, Retired Global Chief Diversity Officer at Walmart, Connector, Bridge Builder, Golfer, Cyclist, and World Traveler"
